PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Horst, EA; Mayorga, EJ; Al-Qaisi, M; Abeyta, MA; Portner, SL; McCarthy, CS; Goetz, BM; Kvidera, SK; Baumgard, LH				Horst, E. A.; Mayorga, E. J.; Al-Qaisi, M.; Abeyta, M. A.; Portner, S. L.; McCarthy, C. S.; Goetz, B. M.; Kvidera, S. K.; Baumgard, L. H.			Effects of maintaining eucalcemia following immunoactivation in lactating Holstein dairy cows	JOURNAL OF DAIRY SCIENCE			English	Article						calcium; endotoxin; inflammation; infection	CALCIUM-SENSING RECEPTOR; INNATE IMMUNE-RESPONSES; SUBCLINICAL HYPOCALCEMIA; MILK-YIELD; SACCHAROMYCES-CEREVISIAE; LIPOPOLYSACCHARIDE INFUSION; PHYSIOLOGICAL-RESPONSES; IONIZED HYPOCALCEMIA; NEUTROPHIL FUNCTION; EXTRACELLULAR CA2+	Periparturient hypocalcemia is a common metabolic disorder and it is ostensibly associated with negative health and production outcomes. Acute infection also markedly decreases circulating Ca, but the reasons for and consequences of it on physiological and immuno-logical parameters are unknown. Objectives were to evaluate the effects of maintaining eucalcemia on pro-duction, metabolic, and immune variables following an intravenous lipopolysaccharide (LPS) challenge. Twelve multiparous lactating Holstein cows (717 +/- 20 kg of body weight; 176 +/- 34 d in milk; parity 3 +/- 0.2) were enrolled in a study containing 2 experimental periods (P); during P1 (3 d), cows consumed feed ad libitum and baseline values were obtained. At the initiation of P2 (4 d), cows were randomly assigned to 1 of 2 treat-ments: (1) LPS administered (LPS-Con; 0.5 mu g/kg of body weight LPS; n = 6) or (2) LPS administered + eucalcemic clamp (LPS-Ca; 0.5 mu g/kg of body weight LPS; Ca infusion; n = 6). Cows were fasted for the first 12 h during P2. After LPS administration, ionized Ca was determined every 15 min for 6 h and every 30 min for an additional 6 h and intravenous Ca infusion was adjusted in LPS-Ca cows to maintain eucalcemia. Blood ionized Ca was decreased 23% for the first 12 h postbolus in LPS-Con cows, and by design, Ca infusion prevented hypocalcemia. To maintain eucalcemia for the 12 h, 13.7 g of Ca was infused. The total Ca deficit (including Ca not secreted into milk) accumulated over the 12 h was 10.4 and 20.2 g for the LPS-Con and LPS-Ca treatments, respectively. Mild hyperthermia (0.8 degrees C) occurred for similar to 6 h post-LPS administration relative to P1. From 6 to 7 h postbolus rectal temperature from LPS-Ca cows was increased (0.6 degrees C) relative to LPS-Con cows. On d 1 of P2, milk yield decreased (61%) in both treatments relative to P1. Relative to LPS-Con cows, milk yield decreased (15%) in LPS-Ca cows during P2. Overall, circulating LPS-binding protein continuously increased postbolus, and at 24 h LPS-binding protein levels in LPS-Ca cows were increased (80%) relative to LPS-Con cows. During P2, serum amyloid A increased (4-fold) in both treatments relative to P1. Administer-ing LPS initially decreased circulating neutrophils, then cell counts progressively increased with time. Calcium infusion decreased neutrophil counts (40%) from 9 to 12 h postbolus relative to LPS-Con cows. Neutrophil function, as assessed by oxidative burst and myeloper-oxidase production, did not differ due to treatment. In summary, maintaining eucalcemia (via intravenous Ca infusion) during an immune challenge appeared to intensify inflammation and adversely affect lactation performance.	[Horst, E. A.; Mayorga, E. J.; Al-Qaisi, M.; Abeyta, M. A.; Portner, S. L.; McCarthy, C. S.; Goetz, B. M.; Kvidera, S. K.; Baumgard, L. H.] Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA	Baumgard, LH (corresponding author), Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA.	baumgard@iastate.edu		Al-Qaisi, Mohmmad/0000-0002-0020-3428	Norman Jacobson Endowment (Iowa State University, Ames)	Research funding was provided by the Norman Jacobson Endowment (Iowa State University, Ames). The authors have not stated any conflicts of interest.		94	6	6	0	3	ELSEVIER SCIENCE INC	NEW YORK	STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA	0022-0302	1525-3198		J DAIRY SCI	J. Dairy Sci.	AUG	2020	103	8					7472	7486		10.3168/jds.2020-18268			15	Agriculture, Dairy & Animal Science; Food Science & Technology	Agriculture; Food Science & Technology	MM4TE	WOS:000550150200004	32448571	Bronze			2021-09-15	
J	Miller, J; Hoover, M; Winer, E				Miller, Jack; Hoover, Melynda; Winer, Eliot			Mitigation of the Microsoft HoloLens' hardware limitations for a controlled product assembly process	INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY			English	Article						Augmented reality; Work instructions; Assembly; HoloLens	AUGMENTED REALITY APPLICATIONS	Studies have shown that using augmented reality (AR) reduces time and errors by as much as 50% for manufacturing and assembly operations. The use of head-mounted displays (HMDs) is very interesting for these situations as they free up a user's hands. However, with the technology behind these HMDs still under development, limitations in input, field of view, tracking, and occlusion exist. For AR assembly instructions to be effective, these limitations must be mitigated so that a user receives accurate instructions. To investigate this, an application was developed that guides a user through the assembly of a mock aircraft wing using AR on a Microsoft HoloLens 1. The application displays 3D work instructions, user interfaces, and spatially registered content. To ensure accurate instructions were displayed, techniques were developed to mitigate the HoloLens' tracking and display limitations. Image tracking was implemented to augment the HoloLens' limited position determination, stabilize spatially registered virtual content, and account for spatial drift. Also, 3D augmented content was optimized for clarity through the display using specialized computer graphics methods. Lastly, the system provides raw data regarding head position, orientation, and assembly step times. A visualization application was developed that combines this information with wearable sensor data, to examine trends exhibited by a user during the assembly tasks and validate the delivered instructions. The outcomes of this research provided solutions to address limitations of the HoloLens for broad use.	[Miller, Jack; Hoover, Melynda; Winer, Eliot] Iowa State Univ, 537 Bissell Rd, Ames, IA 50011 USA	Miller, J (corresponding author), Iowa State Univ, 537 Bissell Rd, Ames, IA 50011 USA.	Jackm@iastate.edu; mthoover@iastate.edu; ewiner@iastate.edu			Boeing Company	This work has been funded by the Boeing Company.		38	0	0	3	15	SPRINGER LONDON LTD	LONDON	236 GRAYS INN RD, 6TH FLOOR, LONDON WC1X 8HL, ENGLAND	0268-3768	1433-3015		INT J ADV MANUF TECH	Int. J. Adv. Manuf. Technol.	JUL	2020	109	5-6					1741	1754		10.1007/s00170-020-05768-y		JUL 2020	14	Automation & Control Systems; Engineering, Manufacturing	Automation & Control Systems; Engineering	MO5LZ	WOS:000550658400004					2021-09-15	
J	Jafari, M; Sarkar, PP				Jafari, Mohammad; Sarkar, Partha P.			Wind-induced response characteristics of a yawed and inclined cable in ABL wind: Experimental- and numerical-model based study	ENGINEERING STRUCTURES			English	Article						Aeroelastic cable model; Dry galloping; Wind-induced vibration; Inclined cable; Aerodynamic cable damping; FEA of cable	INDUCED VIBRATIONS; STAY CABLES	Inclined cables used in bridges or other infrastructures are vulnerable to unsteady wind-induced loads producing moderate- to large-amplitude vibration that may result in damage or failure of the cables, resulting in catastrophic failure of the structure they secure. In the present study, wind-induced response of an inclined smooth cable was studied through wind tunnel measurements using a flexible cable model for a better understanding of the vibration characteristics of structural cables in atmospheric boundary layer wind. For this purpose, in-plane and out-of-plane responses of a sagged and a non-sagged flexible cable were recorded by four accelerometers. Four cases with different yaw and inclination angles of a cable with approximate sag ratios of 1/10 were studied to investigate the wind directionality effect on its excitation mode(s) and response amplitude. Cable tension was also measured during all experiments to assess the correlation of wind speed, excitation vibration mode, and natural frequency of the cable with change in cable tension. Additionally, two inclined cables with no sag were tested to determine the influence of sag of a cable on its vibration characteristics. In the second part of this study, a series of finite element analyses were conducted to predict the wind-induced aerodynamic damping of an inclined bridge cable. Experimental results showed that excitation mode(s) of a cable depend on wind speed, inclination angle, and sag ratio and cable tension. First, second, and third vibration modes were observed at a low wind speed for different test cases, whereas higher vibration modes were observed to contribute to the cable response at high wind speeds. Moreover, it was seen that the cable tension significantly increased with wind speed resulting in increased value of the excited natural frequency. Numerical results obtained through finite element analysis of an inclined full-scale cable showed that the criteria that are based on section models can underestimate the critical reduced velocity for dry cable galloping.	[Jafari, Mohammad; Sarkar, Partha P.] Iowa State Univ, Dept Aerosp Engn, Ames, IA 50011 USA	Sarkar, PP (corresponding author), Iowa State Univ, Dept Aerosp Engn, Ames, IA 50011 USA.	ppsarkar@iastate.edu			U.S. National Science Foundation (NSF)National Science Foundation (NSF) [CMMI-1537917]	The authors gratefully acknowledge the U.S. National Science Foundation (NSF) for financially supporting this research under grant # CMMI-1537917.		31	2	2	5	18	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0141-0296	1873-7323		ENG STRUCT	Eng. Struct.	JUL 1	2020	214								110681	10.1016/j.engstruct.2020.110681			17	Engineering, Civil	Engineering	LS0GK	WOS:000536072400037					2021-09-15	
J	Ruckman, LA; Petry, AL; Gould, SA; Patience, JF				Ruckman, Leigh A.; Petry, Amy L.; Gould, Stacie A.; Patience, John F.			The impact of porcine spray-dried plasma protein and dried egg protein harvested from hyper-immunized hens, provided in the presence or absence of subtherapeutic levels of antibiotics in the feed, on growth and indicators of intestinal function and physiology of nursery pigs	TRANSLATIONAL ANIMAL SCIENCE			English	Article						functional protein; IgY; in-feed antibiotics; intestinal inflammation and morphology; spray-dried plasma protein; weaned pig	ESCHERICHIA-COLI K88; EARLY-WEANED PIGS; TIGHT JUNCTION PROTEINS; ANIMAL PLASMA; WEANLING PIGS; BARRIER FUNCTION; FED DIETS; PERFORMANCE; EXPRESSION; ANTIBODIES	The objective of this experiment was to compare the effects of spray-dried plasma protein (SDPP) and dried egg protein (DEP), without (AB-) or with (AB+) in-feed antibiotics, on growth performance and markers of intestinal health in nursery pigs raised in commercial conditions. This 42-d experiment utilized 1,230 pigs (4.93 +/- 0.04 kg body weight; approximately 15-18 d of age). Pigs were randomly assigned to one of six dietary treatments that were arranged as a 2 x 3 factorial of in-feed antibiotics (AB- vs. AB+) and a specialty protein additive (none [CON], porcine SDPP, or DEP). Diets were fed in four phases with phases 3 and 4 as a common diet across all treatments. Specialty protein additives were fed in phases 1 (0-13 d; 3% SDPP, and 0.20% DEP) and 2 (13-26 d; 2% SDPP, and 0.10% DEP). Antibiotics were fed in phases 1-3 (662 mg chlortetracycline [CTC]/kg, 28 mg carbadox/kg, and 441 mg CTC/kg, respectively). Ileal tissue and blood samples were collected from 48 pigs (8 per treatment) on d 20. Data were analyzed using PROC MIXED of SAS (9.4) with pen as the experimental unit; protein additives, antibiotics, and their interaction were fixed effects and block was a random effect. The pigs experienced naturally occurring health challenges in weeks 2 and 4. In the AB- diets, SDPP and DEP increased average daily gain (ADG; P = 0.036) and average daily feed intake (ADFI; P = 0.040) compared to CON; in the AB+ diets, neither SDPP nor DEP increased ADG or ADFI compared to CON but SDPP did increase these parameters over DEP. The SDPP and DEP diets decreased the number of individual medical treatments compared to CON (P = 0.001). The AB+ increased ileal mucosal interleukin (IL)-1 receptor antagonist (P = 0.017). Feeding DEP reduced the concentration of mucosal IL-1 beta compared to CON, but not SDPP (P = 0.022). There was a trend for SDPP and DEP to increase villus height:crypt depth compared to CON (P = 0.066). Neither antibiotics or protein additive affected serum malondialdehyde concentration or ileal mRNA abundance of claudin-3 or 4, occludin, or zonula occludens-1 (P > 0.10). In conclusion, SDPP and DEP improved growth performance of weaned pigs in the absence of antibiotics but neither improved growth compared to CON when feeding standard antibiotic levels. The specialty proteins had a positive effect on health; specialty proteins and antibiotics were able to modulate some markers of intestinal inflammation and morphology.	[Ruckman, Leigh A.; Petry, Amy L.; Gould, Stacie A.; Patience, John F.] Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA	Patience, JF (corresponding author), Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA.	jfp@iastate.edu		Patience, John/0000-0002-1672-5116	EW Nutrition, Des Moines, IA	The authors would like to thank EW Nutrition, Des Moines, IA for financial support of this research.		58	1	1	1	2	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA		2573-2102		TRANSL ANIM SCI	Transl. Anim. Sci.	JUL	2020	4	3								10.1093/tas/txaa095			16	Agriculture, Dairy & Animal Science	Agriculture	OX0VO	WOS:000593293800009	32844150	gold, Green Published			2021-09-15	
J	Stewart, TJ				Stewart, Terah J.			Capitalism and the (il)Logics of Higher Education's COVID-19 Response: A Black Feminist Critique	LEISURE SCIENCES			English	Editorial Material						Black feminist critique; COVID-19; higher education		In keeping with a recent wave of leisure studies focusing on race, racism, power, and oppression broadly and using a Black feminist lens, I will examine higher education's response to COVID-19 and illustrate how the illogic of capitalism robs us of our ability to recognize that we are in crisis. Despite the lip-service of our prepared statements in the midst of this chaos our responses were actually about organizational continuity, capitalism, and reducing our value to what we were able to sustain and what our bodies were able to produce.	[Stewart, Terah J.] Iowa State Univ, Sch Educ, Coll Human Sci, Ames, IA 50011 USA	Stewart, TJ (corresponding author), Iowa State Univ, Sch Educ, Coll Human Sci, Ames, IA 50011 USA.	terah@iastate.edu		Stewart, Terah/0000-0001-5205-0999				16	1	1	1	3	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	0149-0400	1521-0588		LEISURE SCI	Leis. Sci.	MAR 3	2021	43	1-2			SI		260	266		10.1080/01490400.2020.1774011		JUN 2020	7	Hospitality, Leisure, Sport & Tourism; Sociology	Social Sciences - Other Topics; Sociology	RG2KE	WOS:000547544400001		Bronze			2021-09-15	
J	Kushkowski, JD; Shrader, CB; Anderson, MH; White, RE				Kushkowski, Jeffrey D.; Shrader, Charles B.; Anderson, Marc H.; White, Robert E.			Information flows and topic modeling in corporate governance	JOURNAL OF DOCUMENTATION			English	Article						Corporate governance; Bibliometrics; Citation analysis; Latent Dirichlet allocation; Agency theory; Director; Interdisciplinary	INTELLECTUAL STRUCTURE; BIBLIOMETRIC ANALYSIS; MANAGEMENT RESEARCH; COCITATION ANALYSIS; CITATION; SCIENCE; FIELD; UNIVERSITY; LOGISTICS; EVOLUTION	Purpose Multiple disciplines such as finance, management and economics have contributed to governance research over time. However, the full intellectual structure of the governance "field" including the exchange of knowledge across disciplines and the large variety of governance topics remains to be uncovered. To appreciate the breadth of corporate governance research, it is necessary to understand the disciplinary sources from which the research stems. This manuscript focuses on the interdisciplinary underpinnings of corporate governance research. Design/methodology/approach This paper employs bibliometric analysis to trace the evolution of corporate governance using articles included in the ISI Web of Science database between 1990 and 2015. Journals included in these categories encompass a full range of business disciplines and provide evidence of the multi-disciplinary nature of corporate governance. It also uncovers the topics treated by disciplines under the governance umbrella using a machine learning method called latent Dirichtlet allocation (LDA). Findings Corporate governance research deals with a number of strategy-related topics. Unlike strategy topics that reside in a single discipline, corporate governance crosses disciplinary boundaries and includes contributions from accounting, finance, economics, law and management. Our analysis shows that over 80% of corporate governance articles come from outside the field of management. Our LDA solution indicates that the major topics in governance research include corporate governance theory, control of family firms, executive compensation and audit committees. Originality/value The results illustrate that corporate governance is far more interdisciplinary than previously thought. This is an important insight for corporate governance academics and may lead to collaborative research. More importantly, this research illustrates the usefulness of LDA for investigating interdisciplinary fields. This method is easily transferable to other interdisciplinary fields and it provides a powerful alternative to existing bibliometric methods. We suggest a number of topic areas within library and information science where this method may be applied, including collection development, support for interdisciplinary faculty and basic research into emerging interdisciplinary areas.	[Kushkowski, Jeffrey D.] Iowa State Univ, Univ Lib, Ames, IA 50011 USA; [Shrader, Charles B.; Anderson, Marc H.; White, Robert E.] Iowa State Univ, Dept Management, Ivy Coll Business, Ames, IA USA	Kushkowski, JD (corresponding author), Iowa State Univ, Univ Lib, Ames, IA 50011 USA.	kushkows@iastate.edu; cshrader@iastate.edu; mha@iastate.edu; rewhite@iastate.edu			Iowa State University Ivy College of Business	The authors wish to thank Florence Honore of the University of Wisconsin for help with the early stages of this project and feedback on the manuscript; Kyle Hansen, Manaswi Podduturi and Hope Scheffert of Kingland Systems for their help with the latent Dirichlet allocation analysis; and, Kelly Moore for assistance with data collection. Thanks to the Iowa State University Ivy College of Business and the University Library for financial support of the open access fees.		54	0	0	11	22	EMERALD GROUP PUBLISHING LTD	BINGLEY	HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND	0022-0418	1758-7379		J DOC	J. Doc.	OCT 5	2020	76	6					1313	1339		10.1108/JD-10-2019-0207		JUN 2020	27	Computer Science, Information Systems; Information Science & Library Science	Computer Science; Information Science & Library Science	PB2EL	WOS:000541942200001		Green Submitted			2021-09-15	
J	Ruther, BL; Dickson, JS; Prusa, KJ; Tarte, R; Sebranek, JG				Ruther, Benjamin L.; Dickson, James S.; Prusa, Kenneth J.; Tarte, Rodrigo; Sebranek, Joseph G.			Effects of processing method and nonmeat binding ingredients on batter stability, yield and texture of frankfurters	JOURNAL OF FOOD PROCESSING AND PRESERVATION			English	Article							MICROBIAL TRANSGLUTAMINASE; MYOFIBRILLAR PROTEIN; PORK; FAT; CARRAGEENAN; SAUSAGES; COLLAGEN; SALT	The effects of processing method and added nonmeat ingredients on yield, batter stability, and texture of frankfurters were investigated. Five ingredient treatments (control, sodium alginate (SA), iota carrageenan, transglutaminase (TG), and pork collagen) for frankfurters were produced using three processing methods (coarse grinding, bowl chopper [BC], and emulsion mill [EM]) for each ingredient. Control treatments produced by different methods showed greater (p < .05) processing yield (PY) with the EM, followed by the BC, and coarse grinding, respectively. The addition of TG had a positive impact on textural characteristics of chewiness and cohesiveness, but did not affect PY. As might be expected, differences between frankfurters produced with the different processing methods were observed in this study, and a means to compensate for some of the differences by addition of nonmeat ingredients to the formulations was demonstrated. Practical applications This study evaluated the performance of nonmeat binding agents for improving yield and textural quality of sausage products manufactured with three types of comminution equipment. Iota carrageenan and sodium alginate (SA) have potential to improve water retention and yields, depending on the comminution system chosen. Transglutaminase (TG) can be used to modify textural characteristics, particularly in coarsely comminuted products. Combining iota carrageenan or SA with TG showed the greatest potential to compensate for product differences that might be produced by different comminution systems.	[Ruther, Benjamin L.; Dickson, James S.; Tarte, Rodrigo; Sebranek, Joseph G.] Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA; [Prusa, Kenneth J.; Tarte, Rodrigo; Sebranek, Joseph G.] Iowa State Univ, Dept Food Sci & Human Nutr, Ames, IA USA	Sebranek, JG (corresponding author), Iowa State Univ, Dept Anim Sci, Ames, IA 50011 USA.	sebranek@iastate.edu	Tarte, Rodrigo/P-4098-2015	Tarte, Rodrigo/0000-0002-5329-7827	Morrison Endowment at Iowa State University	Morrison Endowment at Iowa State University awarded to Joseph G. Sebranek		21	0	0	7	15	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0145-8892	1745-4549		J FOOD PROCESS PRES	J. Food Process Preserv.	AUG	2020	44	8							e14626	10.1111/jfpp.14626		JUN 2020	8	Food Science & Technology	Food Science & Technology	NE2TP	WOS:000539421300001		Green Published			2021-09-15	
J	Khaki, S; Khalilzadeh, Z; Wang, LZ				Khaki, Saeed; Khalilzadeh, Zahra; Wang, Lizhi			Predicting yield performance of parents in plant breeding: A neural collaborative filtering approach	PLOS ONE			English	Article							REGRESSION; NETWORKS	Experimental corn hybrids are created in plant breeding programs by crossing two parents, so-called inbred and tester, together. Identification of best parent combinations for crossing is challenging since the total number of possible cross combinations of parents is large and it is impractical to test all possible cross combinations due to limited resources of time and budget. In the 2020 Syngenta Crop Challenge, Syngenta released several large datasets that recorded the historical yield performances of around 4% of total cross combinations of 593 inbreds with 496 testers which were planted in 280 locations between 2016 and 2018 and asked participants to predict the yield performance of cross combinations of inbreds and testers that have not been planted based on the historical yield data collected from crossing other inbreds and testers. In this paper, we present a collaborative filtering method which is an ensemble of matrix factorization method and a neural network to solve this problem. Our computational results suggested that the proposed model significantly outperformed other models such as deep factorization machines (DeepFM), generalized matrix factorization (GMF), LASSO, random forest (RF), and neural networks. Presented method and results were produced within the 2020 Syngenta Crop Challenge.	[Khaki, Saeed; Wang, Lizhi] Iowa State Univ, Ind & Mfg Syst Engn Dept, Ames, IA 50011 USA; [Khalilzadeh, Zahra] Iowa State Univ, Inst Transportat, Ames, IA USA	Khaki, S (corresponding author), Iowa State Univ, Ind & Mfg Syst Engn Dept, Ames, IA 50011 USA.	skhaki@iastate.edu	Wang, Lizhi/AAT-4415-2020	Wang, Lizhi/0000-0002-5527-4047	National Science FoundationNational Science Foundation (NSF) [1830478, 1842097]	This work was partially supported by the National Science Foundation under the LEAP HI and GOALI programs (grant number 1830478) and under the EAGER program (grant number 1842097). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.; We thank Syngenta and the Analytics Society of INFORMS for organizing the Syngenta Crop Challenge and providing the valuable datasets. This manuscript has been released as a preprint at arXiv. The source code of the proposed method is available on GitHub [37].		37	6	7	1	1	PUBLIC LIBRARY SCIENCE	SAN FRANCISCO	1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA	1932-6203			PLOS ONE	PLoS One	MAY 21	2020	15	5							e0233382	10.1371/journal.pone.0233382			13	Multidisciplinary Sciences	Science & Technology - Other Topics	LU1JI	WOS:000537517800069	32437473	Green Published, gold, Green Submitted			2021-09-15	
J	Muthye, V; Lavrov, DV				Muthye, Viraj; Lavrov, Dennis, V			Causes and consequences of mitochondrial proteome size variation in animals	MITOCHONDRION			English	Article						Mitochondria; Proteome; Mitochondrial-targeting-signals	CAENORHABDITIS-ELEGANS; GENE ORGANIZATION; EVOLUTION; PATHWAYS; PROTEINS; SEQUENCE; DNA	Despite a conserved set of core mitochondrial functions, animal mitochondrial proteomes show a large variation in size. We analyzed putative mechanisms behind and functional significance of this variation by performing comparative analysis of the experimentally-verified mitochondrial proteomes of four bilaterian animals (human, mouse, Caenorhabditis elegans, and Drosophila melanogaster) and two non-animal outgroups (Acanthamoeba castellanii and Saccharomyces cerevisiae). We found that of several factors affecting mitochondrial proteome size, evolution of novel mitochondrial proteins in mammals and loss of ancestral proteins in protostomes were the main contributors. Interestingly, the gain and loss of the N-terminal mitochondrial targeting signal was not a major factor in the proteome size evolution.	[Muthye, Viraj; Lavrov, Dennis, V] Iowa State Univ, Bioinformat & Computat Biol Program, 2014 Mol Biol Bldg, Ames, IA 50011 USA; [Muthye, Viraj; Lavrov, Dennis, V] Iowa State Univ, Dept Ecol Evolut & Organismal Biol, 251 Bessey Hall,2200 Osborne Dr, Ames, IA 50011 USA	Muthye, V (corresponding author), 201 Bessey, Ames, IA 50011 USA.	vrmuthye@iastate.edu						52	2	2	1	3	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	1567-7249	1872-8278		MITOCHONDRION	Mitochondrion	MAY	2020	52						100	107		10.1016/j.mito.2020.02.007			8	Cell Biology; Genetics & Heredity	Cell Biology; Genetics & Heredity	LJ5UC	WOS:000530229300011	32109602	Green Submitted			2021-09-15	
J	Weber, RE; Weber, MJ				Weber, Robert E., III; Weber, Michael J.			Behaviour and survival of wild versus stocked fingerling walleye	FISHERIES MANAGEMENT AND ECOLOGY			English	Article						habitat; hatchery; mortality; movement; program MARK; stocking	COARSE WOODY HABITAT; LARGEMOUTH BASS; STIZOSTEDION-VITREUM; STRUCTURAL COMPLEXITY; ONCORHYNCHUS-MYKISS; SURGICAL-PROCEDURES; FORAGING BEHAVIOR; PREY INTERACTIONS; STRESS RESPONSES; ONTOGENIC NICHE	Walleye Sander vitreus Mitchill have been progressively raised in hatcheries to larger sizes under the paradigm that larger stocked fish have higher survival. However, extended time in hatcheries may result in domestication, with stocked individuals lacking behaviours that promote survival. The objective of this study was to evaluate behaviour and survival of wild versus stocked fingerling (>200 mm) walleye in two Iowa reservoirs. Radio telemetry was used to evaluate walleye movement rates, depth use, home range size, habitat selection and apparent survival. Depth use increased with days since stocking and varied between lake-years but was similar between walleye groups. Daily movement rates varied by the interaction between group and day, with rates declining through time. Home ranges did not differ between groups but were significantly greater in Big Creek than Brushy Creek. Walleye in both lakes generally used habitat in proportion to availability, with few differences between groups detected. Weekly apparent survival ranged from 0.948 to 1.000, varied across lakes, years and seasons, and was higher for stocked than wild walleye in Big Creek but not Brushy Creek. The results indicate that hatchery-reared fingerling walleye behave similar to but can have higher survival than wild fish, suggesting that domestication may not be occurring and that stocking autumn fingerling walleye may help supplement year-class strength.	[Weber, Robert E., III; Weber, Michael J.] Iowa State Univ, Nat Resource Ecol & Management, Ames, IA 50011 USA	Weber, RE (corresponding author), Iowa State Univ, Nat Resource Ecol & Management, Ames, IA 50011 USA.	reweber@iastate.edu		Weber, Robert E./0000-0001-6957-8327	Iowa State University; U.S. Army Corps of EngineersUnited States Department of Defense [W912HZ15-SOI-0013]	Iowa State University; U.S. Army Corps of Engineers, Grant/Award Number: W912HZ15-SOI-0013		88	6	6	0	5	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0969-997X	1365-2400		FISHERIES MANAG ECOL	Fisheries Manag. Ecol.	AUG	2020	27	4					429	443		10.1111/fme.12423		APR 2020	15	Fisheries	Fisheries	ME7WU	WOS:000523209400001		Bronze			2021-09-15	
